reward episode
0.0262784591055303 4096
0.02626530654976781 8192
0.026289669697298713 12288
0.02640501479809585 16384
0.026359466240599677 20480
0.026263193764840556 24576
0.026250771399816603 28672
0.02637145361377588 32768
0.026281332624732215 36864
0.02636576370564598 40960
0.02645129810805075 45056
0.026496126420364707 49152
0.026645822931344515 53248
0.026782260315646875 57344
0.026973318191278857 61440
0.027059134815243257 65536
0.02729697823385907 69632
0.027204089294213328 73728
0.027454567394910222 77824
0.02760928900920483 81920
0.027797048178529588 86016
0.028131651548663896 90112
0.028238198969759237 94208
0.028533455581136288 98304
0.028983097709606193 102400
0.029302726276172204 106496
0.02949442654854694 110592
0.029710917968591245 114688
0.030531297011200297 118784
0.03110031459283307 122880
0.031422015970606385 126976
0.032358865906675555 131072
0.032857247445886806 135168
0.033814270010050516 139264
0.034246158782301625 143360
0.035272001136635714 147456
0.036133192980715836 151552
0.03658606493879827 155648
0.03815487808233614 159744
0.03912829841403889 163840
0.03984162103685942 167936
0.04024115598152557 172032
0.041577158726616756 176128
0.04207590359854226 180224
0.04449176044822804 184320
0.04470429538005569 188416
0.044956043136200274 192512
0.044692504826370334 196608
0.045912010450908064 200704
0.04656426738759653 204800
0.04767275463279589 208896
0.04777807898004867 212992
0.04782173458329693 217088
0.048364174473792126 221184
0.048743027181335156 225280
0.04896224390609158 229376
0.04892473125080275 233472
0.049377923799181093 237568
0.0495204118871629 241664
0.050708014591449996 245760
0.04904912626810294 249856
0.04895262752787398 253952
0.05042930605502225 258048
0.05066627390421717 262144
0.050627427333277464 266240
0.05065143419521001 270336
0.04973073374861932 274432
0.04975717066159135 278528
0.05018094879003557 282624
0.05038405415091467 286720
0.0501758630473555 290816
0.050545232520156066 294912
0.05053744464499033 299008
0.050784359512712554 303104
0.05058011568631131 307200
0.050571087284438 311296
0.050004740625135824 315392
0.05115706913690217 319488
0.050396244801096134 323584
0.05076508291789084 327680
0.05077345725687607 331776
0.05129705182139041 335872
0.05116643544875139 339968
0.051453840727687127 344064
0.05177274053043296 348160
0.052631295067708125 352256
0.0523251760774236 356352
0.05217958301344227 360448
0.054159997365889445 364544
0.05319455997511488 368640
0.05404015517588592 372736
0.05440580928160982 376832
0.05389337606738839 380928
0.0542744428372271 385024
0.053926108620091145 389120
0.05443269947376462 393216
0.05470776979231981 397312
0.05403218243313355 401408
0.05441217341430771 405504
0.054835211959802274 409600
0.0541941827095285 413696
0.05452504894268622 417792
0.05496446322589021 421888
0.05432918052474462 425984
0.05522812498609837 430080
0.05384929343550859 434176
0.05517118625403543 438272
0.05392113055841038 442368
0.05613780611228805 446464
0.05553500766091609 450560
0.055433909540048246 454656
0.055169404223406875 458752
0.054988232219209364 462848
0.05532501736096798 466944
0.05479091686354327 471040
0.05564621971208325 475136
0.05511925307506633 479232
0.05596042952686706 483328
0.05521800984405251 487424
0.055771407047315674 491520
0.05544555943301309 495616
0.05585407269444417 499712
0.0554640074003703 503808
0.05652925603626009 507904
0.05532157346562345 512000
0.056742557978341816 516096
0.05800456533871426 520192
0.0576993013083338 524288
0.05859035869647819 528384
0.057661129008041066 532480
0.05892905207215976 536576
0.05723293461993705 540672
0.05849151265491842 544768
0.05475554451709021 548864
0.05347160032791947 552960
0.055898591969769915 557056
0.05480106484336352 561152
0.05479151234958206 565248
0.0545946575867054 569344
0.053396094425890224 573440
0.05412422297259417 577536
0.053616197595446335 581632
0.05410392895162246 585728
0.05301057129403848 589824
0.05281161974133758 593920
0.05285644086568418 598016
0.05167599926180427 602112
0.05146966407646414 606208
0.0506754961137154 610304
0.04981356982082478 614400
0.048181886682130436 618496
0.04706597005417937 622592
0.045608991489825355 626688
0.043198831131668655 630784
0.04005828760934094 634880
0.03766822253637684 638976
0.03550364330354316 643072
0.03445479334558607 647168
0.03355483040644307 651264
0.0332917312256089 655360
0.03314652836854593 659456
0.03283084978782614 663552
0.03260901316577082 667648
0.03242172604139282 671744
0.032128197431253974 675840
0.032255270731708696 679936
0.03214981458018273 684032
0.031967356153529705 688128
0.032020541171696316 692224
0.03203094939925793 696320
0.03229753520292964 700416
0.032053102859544144 704512
0.03213356911190694 708608
0.03206353249718945 712704
0.03223540367074528 716800
0.032404490448914275 720896
0.03277762929253218 724992
0.03307853549683652 729088
0.033340588201031744 733184
0.03369154226419822 737280
0.03399563364199667 741376
0.03410765279963242 745472
0.034155762119834635 749568
0.03476816529534656 753664
0.03505506943820247 757760
0.035323257026884325 761856
0.03592088564901546 765952
0.03642886058279724 770048
0.037186148351001994 774144
0.038103031436432885 778240
0.04012965274882807 782336
0.044064924971732006 786432
0.051348195054454794 790528
0.05464690094493046 794624
0.05350899764216376 798720
0.051430702332796924 802816
0.05243066672056981 806912
0.05271849622463619 811008
0.05355026048965943 815104
0.052321072887668574 819200
0.05173491823772691 823296
0.051273769639266095 827392
0.05142985401301827 831488
0.05157398044002612 835584
0.051342099149324055 839680
0.05074464978187507 843776
0.05031435235631974 847872
0.04963704641019749 851968
0.049201569528142794 856064
0.04865252941254267 860160
0.04813352339109821 864256
0.047703523035355605 868352
0.04758688898382263 872448
0.04701464515652644 876544
0.0463559337616617 880640
0.04536320351429258 884736
0.043836260482155394 888832
0.04243254903116234 892928
0.04175429896612297 897024
0.040891952841185186 901120
0.04048650416790249 905216
0.03982148957397523 909312
0.03951830683908334 913408
0.03949421354697515 917504
0.03923949802409191 921600
0.03933227307652548 925696
0.039755928960680934 929792
0.03999510803001653 933888
0.041000891606613674 937984
0.042859610595403067 942080
0.04646389088235617 946176
0.0524807030144014 950272
0.05345937426463114 954368
0.05347630253574298 958464
0.05162272351845096 962560
0.05057042944788262 966656
0.049120801559895746 970752
0.046199904145178515 974848
0.04334683823263261 978944
0.04011122392876457 983040
0.038548299447194595 987136
0.037495352862660467 991232
0.03659509525727844 995328
0.036229268077397014 999424
0.036001875359775025 1003520
0.035535053531577786 1007616
0.03539253331057109 1011712
0.03546412930034688 1015808
0.035534967579902765 1019904
0.03593697807428699 1024000
0.036270679734114186 1028096
0.036871131839133056 1032192
0.037752500057421534 1036288
0.037266177245397894 1040384
0.03735581242343353 1044480
0.03710544388718129 1048576
0.037346179830578356 1052672
0.03768543506972928 1056768
0.03767143730182813 1060864
0.03853394264412464 1064960
0.03960787571755241 1069056
0.039964737439218266 1073152
0.03988891324898037 1077248
0.04039973163575718 1081344
0.04026396910694571 1085440
0.0400817174500923 1089536
0.039945070235838646 1093632
0.04051100124706025 1097728
0.04132778621276767 1101824
0.04183246776247068 1105920
0.04234713093552493 1110016
0.04281715351840896 1114112
0.0435178843921781 1118208
0.04267207939235198 1122304
0.04099010852772636 1126400
0.038382515620856705 1130496
0.03770269069975905 1134592
0.03819404215004142 1138688
0.038672790160420495 1142784
0.03921883055821183 1146880
0.04060122221209722 1150976
0.043730443221626114 1155072
0.049982600875359426 1159168
0.056592760194302316 1163264
0.05460727222443972 1167360
0.055546590350759026 1171456
0.05589976975719057 1175552
0.055222142526602236 1179648
0.05397673785458558 1183744
0.05204207516017954 1187840
0.04963645484418165 1191936
0.04695384009124308 1196032
0.044355714619933706 1200128
0.043673538377595016 1204224
0.04439868502727003 1208320
0.04641445689117853 1212416
0.048692187361108134 1216512
0.05230030822333979 1220608
0.057103008007435736 1224704
0.060021675231629976 1228800
